"stop_id","pid","reason_for_stop","reason_for_stopcode","reason_for_stop_code_text","reason_for_stop_detail","reason_for_stop_explanation"
"5057","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","SUBJ FAILED TO STOP FOR A STOP SIGN"
"5058","1","Traffic Violation","66968","24400(A) VC - HEADLMP OPR/AMT/SIZE VIOL (I) 66968","Equipment Violation","Subj had a headlight out."
"5059","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","subj. failed to stop at stop sign"
"5060","1","Traffic Violation","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178","Moving Violation","UNABLE TO MAINTAIN LANE"
"5061","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","EXIRED REG"
"5062","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Other Reasonable Suspicion of a crime","drunk in public"
"5063","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","Subject was riding a bicycle with no lights during darkness hours."
"5064","1","Traffic Violation","66983","27151(A) VC - ILL MOD EXHAUST SYS:NOISE (I) 66983","Equipment Violation","MODIFIED EXHAUST"
"5065","1","Reasonable Suspicion","50106","166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106","Matched suspect description","CPO VIOLATION"
"5066","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","subj. failed to stop x2"
"5067","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Matched suspect description","stop for possible 459"
"5068","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","REGISTRAION"
"5069","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","SUBJECT WAS DRIVING A VEHICLE WITHOUT ANY LICENSE PLATES ON THE VEHICLE."
"5070","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","FAIL TO STOP FOR STOP SIGN"
"5071","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","STOP SIGN VIOLATION"
"5072","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","TRAFFIC STOP"
"5073","1","Reasonable Suspicion","20019","451(B) PC - ARSON:INHABITED STRUCTURE (F) 20019","Matched suspect description","SUBJ MATCHED DESCRIPTION FROM RADIO CALL"
"5074","1","Traffic Violation","54354","16028(C) VC - NO PROOF $ RESP:ACCIDENT (I) 54354","Non-moving Violation, including Registration Violation","No proof of insurance accident"
"5075","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","expired tabs since 2020 and possession of fentanyl and drug paraphernalia"
"5076","1","Reasonable Suspicion","20036","451(D) PC - ARSON:PROPERTY (F) 20036","Officer witnessed commission of a crime","HAD SET FIRE TO ER BELONGINGS"
"5077","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","no current tabs"
"5078","1","Traffic Violation","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373","Moving Violation","vehicle was seen not clearing intersection before proceeding."
"5079","1","Reasonable Suspicion","52630","18740 PC - USE/ETC EXPLO/DEV:INJ/ETC (F) 52630","Matched suspect description","subject possessive an explosive device"
"5080","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","FAILED TO STOP AT LIMIT LINE"
"5081","1","Traffic Violation","66335","22526(B) VC - BLOCKING INTERSECTION (I) 66335","Moving Violation","impeding traffic"
"5082","1","Reasonable Suspicion","29142","594(B)(1) PC - VANDALISM $400 OR MORE (M) 29142","Witness or Victim identification of Suspect at the scene","Subject threw a rock and broke a winow."
"5083","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","tint window"
"5084","1","Reasonable Suspicion","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072","Matched suspect description","Subject reported fighting with employees"
"5085","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","Failed to stop at stop sign."
"5086","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","Expired registration over six months ths"
"5087","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","subj failed to stop at stop sign"
"5088","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Equipment Violation","Expired registration"
"5089","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No plates"
"5090","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","subj failed to stop at stop sign"
"5091","1","Investigation to determine whether the person was truant","","","","Call for service was a 415V, brother punched his sister"
"5092","1","Traffic Violation","54663","22500.1 VC - NO PARK/STOP ETC FIRE LN (I) 54663","Non-moving Violation, including Registration Violation","subj parking in red zone in violation of signs"
"5093","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No front license plate."
"5094","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Matched suspect description","looking in windows"
"5095","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no front light"
"5095","2","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no front and rear bike light"
"5096","1","Reasonable Suspicion","42104","23152(A) VC - DUI ALCOHOL (M) 42104","Officer witnessed commission of a crime","Female detained for DUI. Female arrested for DUI."
"5097","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","expired registration"
"5098","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Moving Violation","subj. on cell phone"
"5099","1","Reasonable Suspicion","23091","484(A) PC - GRAND THEFT (F) 23091","Officer witnessed commission of a crime","SHOPLIFTING"
"5100","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 RADIO CALL"
"5101","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEED"
"5102","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","vehicle failed to stop at stop sign"
"5103","1","Traffic Violation","54395","22349(B) VC - EXC 55MPH SPEED:2 LANE RD (I) 54395","Moving Violation","SPEED"
"5104","1","Traffic Violation","54395","22349(B) VC - EXC 55MPH SPEED:2 LANE RD (I) 54395","Moving Violation","SPEED"
"5105","1","Traffic Violation","54395","22349(B) VC - EXC 55MPH SPEED:2 LANE RD (I) 54395","Moving Violation","SPEED"
"5106","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEED"
"5107","1","Knowledge of outstanding arrest warrant/wanted person","","","","INFRACTION WARRANT"
"5108","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 detention"
"5108","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Witness or Victim identification of Suspect at the scene","5150 detention"
"5109","1","Traffic Violation","66948","21800(D)(1) VC - FL STOP/YIELD INOPR SIGN (I) 66948","Moving Violation","ran stop sign"
"5110","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","registration expired and no plates"
"5111","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","no license plates on vehicle"
"5112","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","Observed vehicle displaying tags that expired 4/22"
"5113","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","t stop for speed and unsafe movement, cited"
"5114","1","Reasonable Suspicion","16049","422(A) PC - THRTN CRIME:INT:TERRORIZE (F) 16049","Matched suspect description","417 422"
"5115","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","1150 RED LIGHT VIOLATION. DISPLAYING EXPIRED REG TABS"
"5116","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Witness or Victim identification of Suspect at the scene","suicide threats"
"5117","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","REG EXPIRED"
"5118","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","no plates"
"5119","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","Observed speeding"
"5120","1","Reasonable Suspicion","13220","245(A)(1) PC - ADW NOT FIREARM (M) 13220","Matched suspect description","attempt to run over boyfriend."
"5121","1","Traffic Violation","66350","23109(C) VC - ENGAGE/ABET EXHIB SPDING (I) 66350","Moving Violation","Observed doing wheelies in parking lot"
"5122","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"5123","1","Reasonable Suspicion","13039","240/242 PC - ASSAULT & BATTERY (M) 13039","Witness or Victim identification of Suspect at the scene","Hit victim multiple of times"
"5124","1","Reasonable Suspicion","20036","451(D) PC - ARSON:PROPERTY (F) 20036","Matched suspect description","arson"
"5125","1","Traffic Violation","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122","Moving Violation","red light vio"
"5126","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no front light"
"5127","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","t stop for speed, tw only"
"5128","1","Reasonable Suspicion","32024","602(B) PC - TRESPASS:REMOVE TIMBER (M) 32024","Matched suspect description","disturbance"
"5129","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","Illegal lodging and encroachment"
"5130","1","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","Vehicle habitation"
"5130","2","Reasonable Suspicion","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111","Officer witnessed commission of a crime","Vehicle habitation"
"5131","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","not displaying license plate"
"5132","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","Veh registration tags were expired, driver explained he just purchased the vehicle."
"5133","1","Reasonable Suspicion","13082","243(A) PC - BATTERY ON PERSON (M) 13082","Matched suspect description","male was identified as being an individual involved in the fight"
"5133","1","Reasonable Suspicion","13082","243(A) PC - BATTERY ON PERSON (M) 13082","Witness or Victim identification of Suspect at the scene","male was identified as being an individual involved in the fight"
"5133","2","Reasonable Suspicion","13082","243(A) PC - BATTERY ON PERSON (M) 13082","Matched suspect description","female matched description of person being involved in fight"
"5133","2","Reasonable Suspicion","13082","243(A) PC - BATTERY ON PERSON (M) 13082","Witness or Victim identification of Suspect at the scene","female matched description of person being involved in fight"
"5134","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","reg was expired"
"5135","1","Reasonable Suspicion","66134","1460(B) SH - CHG ENCRCHMNT W/O PERMIT (M) 66134","Officer witnessed commission of a crime","I saw a male encroaching on sidewalk."
"5136","1","Reasonable Suspicion","53130","415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130","Matched suspect description","Acting erratic/5150 Eval"
"5137","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5138","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5139","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEED"
"5140","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","Expired registration"
"5141","1","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Other Reasonable Suspicion of a crime","encroachment"
"5142","1","Traffic Violation","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115","Moving Violation","Driver unsafe movembet to shoulder to bypass traffic"
"5143","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5144","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","243 E 1"
"5145","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","registration expired"
"5146","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","t stop for speed, tw only"
"5147","1","Traffic Violation","54352","22105 VC - U TURN:OBSTRUCTED VIEW (I) 54352","Moving Violation","obstructing street"
"5148","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","t stop for speed, tw only"
"5149","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","expired registration"
"5150","1","Reasonable Suspicion","23087","484(A) PC - PETTY THEFT (M) 23087","Witness or Victim identification of Suspect at the scene","Subject accused suspect of stealing a bottle of wax."
"5151","1","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Officer witnessed commission of a crime","Encampment on City Property along SD riverbed"
"5152","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","ONLY HAD ONE PLATE"
"5153","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","exp tabs"
"5154","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SPEED"
"5155","1","Reasonable Suspicion","24067","10851(A) VC - TAKE VEH W/O OWNER CONSNT (M) 24067","Other Reasonable Suspicion of a crime","subject looked very young, records check on plate revealed vehicle 10851"
"5156","1","Traffic Violation","54114","21801(A) VC - FT/YIELD BE4 LEFT/U-TURN (I) 54114","Moving Violation","LEFT TURN YIELD"
"5157","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","5150 Hold"
"5158","1","Reasonable Suspicion","20036","451(D) PC - ARSON:PROPERTY (F) 20036","Matched suspect description","subject fit the description of male who set a fire next to a tree."
"5159","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","5150WI HOLD"
"5160","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Matched suspect description","stolen vehicle"
"5160","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Officer witnessed commission of a crime","stolen vehicle"
"5161","1","Reasonable Suspicion","29144","594(B)(2)(A) PC - VANDALISM -$400 (M) 29144","Matched suspect description","matched suspect description"
"5162","1","Reasonable Suspicion","29111","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111","Matched suspect description","Radio call of subject punching cars and banging on doors"
"5163","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","husband grabbed and pushed his wife onto the ground"
"5163","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Witness or Victim identification of Suspect at the scene","husband grabbed and pushed his wife onto the ground"
"5164","1","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Other Reasonable Suspicion of a crime","SUBJ WAS DANGER TO SELF AND OTHERS"
"5165","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Officer witnessed commission of a crime","subject was involved in a fight in the street with other subjects"
"5166","1","Reasonable Suspicion","42088","23152(B) VC - DUI ALCOHOL/0.08 PERCENT (M) 42088","Officer witnessed commission of a crime","Driving under the influence."
"5167","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5168","1","Reasonable Suspicion","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102","Actions indicative of casing a victim or location","Was at girlfriend house"
"5169","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Other Reasonable Suspicion of a crime","5150 mental heath criss"
"5170","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5171","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5172","1","Reasonable Suspicion","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072","Officer witnessed commission of a crime","fighting in public"
"5173","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Other Reasonable Suspicion of a crime","Pedestrian stop in business park area"
"5173","2","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Other Reasonable Suspicion of a crime","Pedestrian stop"
"5174","1","Reasonable Suspicion","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072","Other Reasonable Suspicion of a crime","Female was involved in a fight in public"
"5175","1","Traffic Violation","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115","Moving Violation","unsafe turn"
"5176","1","Reasonable Suspicion","49027","1551.1 PC - FUGITIVE AREST W/O WARANT (F) 49027","Matched suspect description","warrant"
"5177","1","Reasonable Suspicion","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072","Actions indicative of engaging in violent crime","injured subject attempting to fight medical treatment for felonious injury"
"5178","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","Subjects were camping out in the middle of a public park field with trash and animals roaming around"
"5178","2","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","Subjects were tresspassing and littering in the park"
"5178","3","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","Subjects were trespassing in the area and littering in the park"
"5179","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","no front plate"
"5180","1","Reasonable Suspicion","55207","374.4(A) PC - LITER PUBLIC/PRIVATE PROP (I) 55207","Officer witnessed commission of a crime","litering"
"5181","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","SLEEPING ON PRIV PROP"
"5182","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Other Reasonable Suspicion of a crime","drunk"
"5183","1","Reasonable Suspicion","66210","640(D)(3) PC - URINATE/ETC:PUB TRANSIT (M) 66210","Officer witnessed commission of a crime","PUBLIC URINATION"
"5184","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Officer witnessed commission of a crime","smoking marijuana"
"5185","1","Traffic Violation","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116","Equipment Violation","loud exhaust"
"5186","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","ENCROACHING ON BUS PROP. W BIKE AND OTHER PERSONAL BELONGINGS"
"5187","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","no stop"
"5188","1","Reasonable Suspicion","32105","602(P) PC - TRESPASS:CLOSED LANDS (M) 32105","Matched suspect description","Trespassing"
"5189","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Non-moving Violation, including Registration Violation","Observed a male riding a bicycle without the front headlight on during the time of darkness."
"5190","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Matched suspect description","drunk in public"
"5191","1","Reasonable Suspicion","32026","602(D) PC - TRESPASS:SOIL REMOVAL (M) 32026","Matched suspect description","sub was staying at hotel and refused to leave when asked"
"5192","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Moving Violation","No forward facing light on bicycle"
"5193","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no lights"
"5194","1","Reasonable Suspicion","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005","Officer witnessed commission of a crime","Saw drunk, arrested same."
"5195","1","Reasonable Suspicion","66164","5 100007 CA - CA REG:VIOLATE CURFEW (M) 66164","Matched suspect description","violation of curfew"
"5196","1","Reasonable Suspicion","36343","314(1) PC - INDECENT EXPOSURE (M) 36343","Matched suspect description","RP called because subject did not have pants on."
"5197","1","Traffic Violation","54352","22105 VC - U TURN:OBSTRUCTED VIEW (I) 54352","Moving Violation","illegal u turn"
"5198","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5199","1","Reasonable Suspicion","66208","640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208","Officer witnessed commission of a crime","FARE EVASION"
"5200","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","ran red light"
"5201","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","expired tabs"
"5202","1","Traffic Violation","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967","Equipment Violation","front light out"
"5203","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","failed to stop at stop sign"
"5204","1","Traffic Violation","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881","Equipment Violation","no rear lic plare"
"5205","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","MALE AND FEMALE FIGHTING IN VEHICLE"
"5206","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5207","1","Traffic Violation","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122","Moving Violation","RAN RED LIGHT"
"5208","1","Reasonable Suspicion","29143","594(B)(1) PC - VANDALISM $400 OR MORE (F) 29143","Matched suspect description","MALE VANDALISED"
"5209","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 RADIO CALL"
"5210","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","exp reg/no vehicle insurance"
"5211","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","EXPIRED TABS"
"5212","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","no light"
"5213","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXP REG"
"5214","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","Observed the vehicle driving over the median and across it to get off on Friars Road. Later, driver drove through a red light prior to initiating the traffic stop."
"5215","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXPIRED REG"
"5216","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speeding in intersection"
"5217","1","Traffic Violation","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191","Equipment Violation","right headlight out"
"5218","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXPIRED REG"
"5219","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","NO REAR REFLECTOR"
"5220","1","Reasonable Suspicion","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423","Officer witnessed commission of a crime","HAD A PIPE"
"5221","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","driver going over 80 MPH and passing my marked vehicle on the freeway"
"5222","1","Known to be on Parole / Probation / PRCS / Mandatory Supervision","","","","ped stop for 4th waiver check"
"5223","1","Reasonable Suspicion","35212","11550(A) HS - UNDER INFLUENCE CNTL SUB (M) 35212","Matched suspect description","under the influence of controlled substance"
"5224","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Matched suspect description","broken down vehicle"
"5225","1","Traffic Violation","54108","14601.2(A) VC - DRIV:SUSP/ETC LIC:DUI:VIO (M) 54108","Moving Violation","suspended license"
"5226","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXPIRED REGISTRATION"
"5227","1","Traffic Violation","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191","Equipment Violation","broken driver side headlight"
"5228","1","Reasonable Suspicion","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072","Matched suspect description","2 Male subjects reportedly had firearms and were wearing hoodies hiding in the bushes"
"5228","2","Reasonable Suspicion","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072","Matched suspect description","2 male subjects reported to have firearms and wearing hoodies hiding in bushes"
"5229","1","Traffic Violation","66995","38312 VC - UNSAFE MOVEMENT OF VEH (I) 66995","Moving Violation","unsafe movement of vehicle"
"5230","1","Traffic Violation","54398","21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398","Moving Violation","subject did yield  to ped on x walk"
"5231","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","EXPIRED REG"
"5232","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 detention"
"5233","1","Reasonable Suspicion","22004","459 PC - BURGLARY (F) 22004","Other Reasonable Suspicion of a crime","459 caser"
"5234","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","EXPIRED TABS"
"5235","1","Traffic Violation","66424","24600(B) VC - TAILLAMP VIOL 2 LIGHTS (I) 66424","Equipment Violation","no license plate lights."
